Uniq,Season,WTeamID,NumWin,NumLost,Win,Avg.Score,FG,Avg.FGM,X3PT,Avg.FGM3,FT,Avg.FTM,Avg.Rebound_Off,Avg.Rebound_Def,Avg.Rebound_Total,Avg.Stl,Avg.Blk,Avg.PF,Avg.TO,Avg.Ast,Seed,TeamName,FirstD1Season,LastD1Season,ConfAbbrev,Description,Regular.Season.Champ,Conf..Tourney.Champ,March.Madness.Champ,NumChamp
3774,2014,1157,18,12,60,70.53,42.92,24.67,32.03,5.73,69.25,15.47,12.7,26.13,38.83,6.2,2.8,19.93,14.1,9.93,16,Coastal Car,1987,2018,big_south,Big South Conference,0,0,0,0
3775,2014,1158,13,18,41.94,62.84,41.17,22.03,34.46,6.58,66.2,12.19,12.1,25.65,37.74,4.65,4.16,18.65,12.84,10,0,Col Charleston,1992,2018,caa,Colonial Athletic Association,0,0,0,0
3776,2014,1159,12,18,40,69.3,48.4,25.2,40.1,8.37,71.98,10.53,6.97,23.47,30.43,4.57,2.23,17.17,11.53,13.9,0,Colgate,1985,2018,patriot,Patriot League,0,0,0,0
3777,2014,1160,23,11,67.65,70.85,43.69,23.5,32.01,5.21,71.64,18.65,11.59,25.94,37.53,6.03,3.38,16.59,13.21,11.53,8,Colorado,1985,2018,pac_twelve,Pacific-12 Conference,0,0,0,0
3778,2014,1161,14,16,46.67,71.3,41.58,23.37,31.57,5.17,72.48,19.4,12.77,24.2,36.97,4.9,3.2,18.47,9.23,12.07,0,Colorado St,1985,2018,mwc,Mountain West Conference,0,0,0,0
3779,2014,1162,18,12,60,67.1,44.14,21.33,37.69,7.6,76.86,16.83,8.13,24.5,32.63,5.03,2.77,19,12.2,11.67,0,Columbia,1985,2018,ivy,Ivy League,0,0,0,0
3780,2014,1163,26,8,76.47,71.85,44.84,24.38,38.72,7.12,76.05,15.97,10.09,25.29,35.38,6.97,6.21,18.26,11.68,12.59,7,Connecticut,1985,2018,aac,American Athletic Conference,0,0,1,1
3781,2014,1164,11,20,35.48,68.87,38.81,22.26,32.39,7.42,73.43,16.94,11.45,21.87,33.32,5.71,2.16,16.9,11.74,11.48,0,Coppin St,1986,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3782,2014,1165,1,26,3.7,63.63,40.65,23.04,31.42,6.89,66.67,10.67,10.3,20.85,31.15,4.19,2.7,20.74,12.04,10.44,0,Cornell,1985,2018,ivy,Ivy League,0,0,0,0
3783,2014,1166,26,7,78.79,79.55,49.89,27.48,42.12,10.36,75.16,14.21,8.45,25.91,34.36,4.09,1.39,17.64,9.94,17.73,3,Creighton,1985,2018,big_east,Big East Conference,0,0,0,0
3784,2014,1167,12,19,38.71,68.32,43.24,23.52,38.64,6.81,68.76,14.48,11.81,22.61,34.42,6.45,3.52,22.19,13.94,11.74,0,CS Bakersfield,2008,2018,wac,Western Athletic Conference,0,0,0,0
3785,2014,1168,11,20,35.48,67.48,42.53,23.68,33.1,6.16,65.81,13.97,10.48,23.26,33.74,4.68,1.87,19.48,11.94,11.06,0,CS Fullerton,1985,2018,big_west,Big West Conference,0,0,0,0
3786,2014,1169,15,18,45.45,75.94,45.02,25.09,36.43,4.27,79.04,21.48,10.94,24.42,35.36,6.73,2.58,20.58,12.88,13.18,0,CS Northridge,1991,2018,big_west,Big West Conference,0,0,0,0
3787,2014,1170,12,16,42.86,68.29,45.19,24.18,37.01,6.11,73.57,13.82,9.43,21.57,31,5.21,1.29,20.89,11.32,12.86,0,CS Sacramento,1992,2018,big_sky,Big Sky Conference,0,0,0,0
3788,2014,1171,10,16,38.46,65.92,43.4,23.27,38.06,6.19,67.79,13.19,10.69,21.62,32.31,5.62,2.81,20.12,12,11.92,0,Dartmouth,1985,2018,ivy,Ivy League,0,0,0,0
3789,2014,1172,19,12,61.29,77.71,47.57,26.81,38.05,8.32,71.49,15.77,9.65,22.97,32.61,5.19,1.74,20.03,11.42,13.45,0,Davidson,1985,2018,southern,Southern Conference,0,0,0,0
3790,2014,1173,23,10,69.7,73.39,46.62,25.67,37.8,6.58,68.13,15.48,11.64,23.67,35.3,5.82,2.61,20.06,12,13.06,11,Dayton,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3791,2014,1174,25,9,73.53,79.53,44.62,26.94,34.51,7.18,70.88,18.47,11.12,25.35,36.47,6,3.59,18.85,9.59,10.88,13,Delaware,1985,2018,caa,Colonial Athletic Association,0,0,0,0
3792,2014,1175,7,21,25,59.57,41.37,20.64,31.57,4.89,69.44,13.39,9.39,20.75,30.14,5,3.57,18.04,11.96,11.5,0,Delaware St,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3793,2014,1176,15,15,50,65.53,46.07,22.67,38.39,8.1,70.9,12.1,7.27,18.7,25.97,7.03,3.23,20.17,10,14.8,0,Denver,1999,2018,summit,Summit League,0,0,0,0
3794,2014,1177,12,21,36.36,69.39,42.32,23.7,33.62,5.91,68.43,16.09,12.3,21.61,33.91,6.7,4.21,21.61,13.45,10.88,0,DePaul,1985,2018,big_east,Big East Conference,0,0,0,0
3795,2014,1178,11,19,36.67,69.2,40.98,23.7,30.77,5.6,72.75,16.2,12.07,23.7,35.77,7.17,4.23,21.8,12.77,11,0,Detroit,1985,2018,horizon,Horizon League,0,0,0,0
3796,2014,1179,14,16,46.67,67.07,44.48,22.7,39.73,7.73,71.45,13.93,8.43,23.83,32.27,5.27,2.13,18.5,12.17,12.33,0,Drake,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
3797,2014,1180,16,14,53.33,68.8,42.06,23.93,31.36,5.13,70.85,15.8,10.5,25.2,35.7,4.57,3.9,21.27,8.5,11.77,0,Drexel,1985,2018,caa,Colonial Athletic Association,0,0,0,0
3798,2014,1181,26,8,76.47,78.65,46.32,26.68,39.4,8.85,72.6,16.44,12,22.47,34.47,7,3.06,19.38,9.47,14.53,3,Duke,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
3799,2014,1182,13,17,43.33,73.33,44.2,25.03,36.33,7.27,66.95,16,10.77,24.57,35.33,5.83,2.77,18,11.03,15.23,0,Duquesne,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3800,2014,1183,9,19,32.14,66.93,43.46,23.04,31.96,5,71.61,15.86,10.18,22.32,32.5,5.5,4.46,19.5,13.57,11.89,0,E Illinois,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
3801,2014,1184,22,9,70.97,77.39,48.5,25.55,38.63,8.94,75.35,17.35,6.87,18.84,25.71,8,1.74,21.03,10.77,14.03,15,E Kentucky,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
3802,2014,1185,18,14,56.25,63.91,39.54,21.44,29.59,4.94,68.03,16.09,11.62,23.94,35.56,8.12,5.94,18.81,11.97,10.28,0,E Michigan,1985,2018,mac,Mid-American Conference,0,0,0,0
3803,2014,1186,13,16,44.83,75.62,44.86,25.72,37.24,8.1,69.35,16.07,10.55,25.62,36.17,4.41,4.21,19.97,12.28,12.93,0,E Washington,1985,2018,big_sky,Big Sky Conference,0,0,0,0
3804,2014,1187,13,16,44.83,70.79,43.35,23.03,37.35,8.66,72.47,16.07,9.83,22.48,32.31,6.1,2.86,17.97,12.03,12.83,0,East Carolina,1985,2018,cusa,Conference USA,0,0,0,0
3805,2014,1188,9,20,31.03,71.9,45.97,25.34,37.09,7.03,67.82,14.17,9.79,21.14,30.93,6.52,2.97,20.45,13.86,13.38,0,Edwardsville,2009,2018,ovc,Ohio Valley Conference,0,0,0,0
3806,2014,1189,16,13,55.17,71.66,45.28,24.97,36.32,7.69,71.15,14.03,8.9,24.21,33.1,4.79,2.76,18.28,11.86,13.17,0,Elon,2000,2018,southern,Southern Conference,0,0,0,0
3807,2014,1190,17,15,53.12,75.78,42.64,24.62,36.23,7.81,74.32,18.72,10.12,24.44,34.56,7.72,2.94,20,11.94,12.09,0,ETSU,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3808,2014,1191,12,19,38.71,68.13,45.63,23.06,35.29,4.26,71.43,17.74,8.35,23.65,32,5.1,3.74,18.9,12.84,14.16,0,Evansville,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
3809,2014,1192,9,20,31.03,68.69,41.46,23.52,35.04,7.07,72.06,14.59,10.76,21.14,31.9,6.62,4.1,21.28,11.83,10.38,0,F Dickinson,1985,2018,nec,Northeast Conference,0,0,0,0
3810,2014,1193,7,25,21.88,63.44,39.76,21.78,33.33,6.88,68.53,13,11.12,24.31,35.44,4.41,3.66,22.94,14.66,11.25,0,Fairfield,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3811,2014,1194,8,22,26.67,65.1,41.9,22.93,32.7,6.3,65.21,12.93,11.93,23.67,35.6,4.7,4.57,18.6,12.77,11.33,0,FL Atlantic,1994,2018,cusa,Conference USA,0,0,0,0
3812,2014,1195,20,12,62.5,71.88,46.39,26.09,31.88,5.47,68.84,14.22,10.09,26.38,36.47,5.72,3.5,17.97,13.03,12.44,0,FL Gulf Coast,2008,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3813,2014,1196,32,2,94.12,70.74,46.21,24.38,36.81,6.85,66.07,15.12,11.68,24,35.68,7.21,2.85,16.21,11.32,13.35,1,Florida,1985,2018,sec,Southeastern Conference,1,1,0,2
3814,2014,1197,12,18,40,69.23,39.26,24.5,32.33,6.43,65.2,13.8,14.83,23.9,38.73,7.2,4.13,24.27,14.67,10.67,0,Florida A&M,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3815,2014,1198,13,15,46.43,67.54,43.91,23.57,31.28,4.89,67.29,15.5,11.39,23.79,35.18,6.82,3.89,18.18,13.75,10.29,0,Florida Intl,1988,2018,cusa,Conference USA,0,0,0,0
3816,2014,1199,19,13,59.38,70.41,46.48,24.31,36.91,5.16,72.28,16.62,10.88,23.84,34.72,5.97,5.38,18.09,13.97,10.94,0,Florida St,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
3817,2014,1200,10,21,32.26,71.74,39.34,24.65,30.6,7.1,73.34,15.35,14.45,22.71,37.16,6.68,4.06,19.87,11.39,12.23,0,Fordham,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3818,2014,1201,15,16,48.39,71.71,42.62,24.03,36.01,7.81,72.31,15.84,9.19,23.74,32.94,6.23,3.87,19.55,9.45,12.06,0,Fresno St,1985,2018,mwc,Mountain West Conference,0,0,0,0
3819,2014,1202,7,20,25.93,63.22,43.79,22.07,32.39,5.07,68.35,14,8.41,21.89,30.3,4.59,2.96,16.59,13.63,9.07,0,Furman,1985,2018,southern,Southern Conference,0,0,0,0
3820,2014,1203,24,8,75,73.41,46.36,25.44,36.85,5.78,65.37,16.75,11.81,25.56,37.38,7.06,4.16,18.09,13.06,14.16,9,G Washington,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3821,2014,1204,12,19,38.71,68.29,42.68,23.9,32.97,6.81,66.15,13.68,10.9,23.71,34.61,6.16,1.68,17.23,11.97,8.9,0,Ga Southern,1985,2018,southern,Southern Conference,0,0,0,0
3822,2014,1205,15,15,50,71.23,43.25,24.87,32.54,5.03,69.58,16.47,12.2,22.87,35.07,7.5,3.03,18.9,12.4,14.2,0,Gardner Webb,2003,2018,big_south,Big South Conference,0,0,0,0
3823,2014,1206,11,20,35.48,69.48,43.98,24.39,35.17,4.94,70.87,15.77,10.94,23.61,34.55,5.26,3.48,20.94,13.58,10.94,0,George Mason,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3824,2014,1207,17,14,54.84,70.23,45.95,24.16,32.67,5.29,71.63,16.61,10.13,23.45,33.58,5.9,4.32,21.84,11.87,13.13,0,Georgetown,1985,2018,big_east,Big East Conference,0,0,0,0
3825,2014,1208,19,13,59.38,69.03,43.9,22.59,35.02,4.97,67.71,18.88,11.78,25.34,37.12,4.97,4.66,18.88,12.66,10.25,0,Georgia,1985,2018,sec,Southeastern Conference,0,0,0,0
3826,2014,1209,23,8,74.19,77.65,46.99,26.45,38.07,7.52,77.5,17.23,7.94,23.16,31.1,7.87,4.71,17.35,8.03,13.29,0,Georgia St,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
3827,2014,1210,16,17,48.48,66.67,43.1,24.12,31.51,5.24,68.4,13.18,11.3,24.67,35.97,5.18,4.24,17.76,12.09,13.15,0,Georgia Tech,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
3828,2014,1211,27,6,81.82,75.82,49.02,26.64,38.74,6.88,71.02,15.67,9.64,26.24,35.88,6.7,3.91,18.09,11.24,14.48,8,Gonzaga,1985,2018,wcc,West Coast Conference,0,0,0,0
3829,2014,1212,4,23,14.81,65.41,40.76,22.15,32.5,6.26,67.51,14.85,10.93,20.44,31.37,5.74,2.04,19.07,15.15,10.26,0,Grambling,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
3830,2014,1213,12,14,46.15,70.46,42.14,21.77,34.42,6.88,74.32,20.04,9.42,25.19,34.62,3.69,2.88,20.35,12.65,12.31,0,Grand Canyon,2014,2018,wac,Western Athletic Conference,0,0,0,0
3831,2014,1214,18,12,60,73.23,41.96,24.27,31.73,5.5,65.45,19.2,13.1,25.4,38.5,7.7,6,23.57,15,12.03,0,Hampton,1996,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3832,2014,1216,17,16,51.52,65.52,45.89,22.15,37.64,8.03,70.27,13.18,6.97,20.58,27.55,5.58,2.06,19.15,13.88,12.18,0,Hartford,1985,2018,aec,America East Conference,0,0,0,0
3833,2014,1217,25,4,86.21,73.45,46.8,24.69,38.89,5.79,72.6,18.28,10.38,23.76,34.14,7.45,4.97,17.9,11.55,14.48,12,Harvard,1985,2018,ivy,Ivy League,0,0,0,0
3834,2014,1218,18,11,62.07,78.31,46.53,27.31,33.2,5.59,72.71,18.1,12.76,22.52,35.28,6.21,3.17,19.38,11.66,13.69,0,Hawaii,1985,2018,big_west,Big West Conference,0,0,0,0
3835,2014,1219,14,14,50,69.39,46.45,25.25,38.12,6.07,73.57,12.82,9.61,21.64,31.25,5.79,3.5,16.71,11.89,14.43,0,High Point,2000,2018,big_south,Big South Conference,0,0,0,0
3836,2014,1220,10,23,30.3,68.48,41.95,22.73,33.43,6.94,65.88,16.09,12.7,23.52,36.21,4.82,3.21,19.58,12.3,10.76,0,Hofstra,1985,2018,caa,Colonial Athletic Association,0,0,0,0
3837,2014,1221,19,13,59.38,66.97,42.98,22.56,35.02,6.28,72.7,15.56,10,23.06,33.06,5.97,3.81,17.12,11.75,11.28,0,Holy Cross,1985,2018,patriot,Patriot League,0,0,0,0
3838,2014,1222,17,16,51.52,71.06,45.44,25.24,36.68,6.42,66.71,14.15,10.88,23.7,34.58,5.42,5.52,18.27,12.76,14.73,0,Houston,1985,2018,aac,American Athletic Conference,0,0,0,0
3839,2014,1223,4,25,13.79,65.83,41.9,23.1,33.65,4.86,67.83,14.76,11.17,24.03,35.21,4.86,2.1,21.48,15.69,11.93,0,Houston Bap,1985,2018,southland,Southland Conference,0,0,0,0
3840,2014,1224,6,25,19.35,60.26,37.1,18.97,32.92,5.13,68.16,17.19,11.48,21.68,33.16,6.19,3.71,21.97,16.32,7.61,0,Howard,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3841,2014,1225,15,18,45.45,72.21,44.46,24.42,35.64,6.39,68.97,16.97,10.45,23.82,34.27,4.15,1.67,20.85,11.48,11.3,0,Idaho,1985,2018,wac,Western Athletic Conference,0,0,0,0
3842,2014,1226,9,18,33.33,69.56,44.2,23.44,35.63,5.56,71.08,17.11,11.89,22.63,34.52,6.7,2.59,18.22,12.3,11.56,0,Idaho St,1985,2018,big_sky,Big Sky Conference,0,0,0,0
3843,2014,1227,4,25,13.79,65.38,40.94,22.28,32.6,5.62,71.36,15.21,10.86,23.07,33.93,5.21,1.76,22.03,12.55,10.83,0,IL Chicago,1985,2018,horizon,Horizon League,0,0,0,0
3844,2014,1228,19,14,57.58,64.64,40.95,22.82,31.89,6.03,73.04,12.97,11.03,22.94,33.97,6.15,3.73,17.03,10.48,10.12,0,Illinois,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3845,2014,1229,15,15,50,68.67,40.92,22.77,31.38,7.33,70.54,15.8,9.8,24.47,34.27,7.8,4.63,20.57,12.43,12.17,0,Illinois St,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
3846,2014,1230,9,6,60,76.8,46.23,26.6,37.14,6.93,70.22,16.67,10.87,24.6,35.47,6.67,3.6,19.47,13.07,14.13,0,Incarnate Word,2014,2018,southland,Southland Conference,0,0,0,0
3847,2014,1231,17,15,53.12,72.25,44.8,24.38,34.38,5.5,73,18,12.38,26.41,38.78,5.94,4.31,18.34,15.06,11.5,0,Indiana,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3848,2014,1232,21,10,67.74,69.94,44.71,23.45,34.43,6.42,72.33,16.61,8.74,24.42,33.16,5.74,3.58,19.1,11.42,12.55,0,Indiana St,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
3849,2014,1233,22,10,68.75,83.5,48.67,28.59,39.57,10.31,71.11,16,8.75,24.31,33.06,6.62,3.69,17.69,10.53,17.38,0,Iona,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3850,2014,1234,20,12,62.5,82,46.47,27.97,35.28,5.84,73.27,20.22,13.72,26.94,40.66,7.25,5.06,17.97,11.38,16.19,11,Iowa,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3851,2014,1235,26,7,78.79,82.88,47.14,29.27,35.08,8.3,69.42,16.03,10.21,28.58,38.79,6.03,2.94,17.42,10.55,18.55,3,Iowa St,1985,2018,big_twelve,Big 12 Conference,0,1,0,1
3852,2014,1236,21,10,67.74,73.42,47.73,25.42,38.5,7.61,66.76,14.97,10.13,23.39,33.52,6.61,2.26,17.13,12.87,13.42,0,IPFW,2003,2018,summit,Summit League,0,0,0,0
3853,2014,1237,3,26,10.34,63.17,42.66,23.03,30.4,4.17,73.53,12.93,7.55,21.72,29.28,4.86,2.79,16.07,11.38,9.79,0,IUPUI,1999,2018,summit,Summit League,0,0,0,0
3854,2014,1238,11,20,35.48,65.84,41.65,22.94,29.3,3.9,72.38,16.06,11.84,23.39,35.23,5.94,3.23,22.84,14.94,9.55,0,Jackson St,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
3855,2014,1239,10,18,35.71,72.93,43.61,24.96,33.53,6.11,69.97,16.89,12,21.61,33.61,7.18,3.36,19.11,13.57,12.75,0,Jacksonville,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3856,2014,1240,8,21,27.59,63.83,41.12,21.79,31.57,5.55,66.98,14.69,10.97,19.17,30.14,6.45,3.48,19.38,11.07,11.59,0,Jacksonville St,1996,2018,ovc,Ohio Valley Conference,0,0,0,0
3857,2014,1241,11,20,35.48,63.26,40.93,20.9,27.31,4.87,68.53,16.58,10.13,23.61,33.74,5.87,3.1,19.58,12.23,8.77,0,James Madison,1985,2018,caa,Colonial Athletic Association,0,0,0,0
3858,2014,1242,24,9,72.73,79.61,49.51,27.39,34.52,5.58,71.11,19.24,11.79,26.33,38.12,5.85,5.67,21.09,13.18,15.12,2,Kansas,1985,2018,big_twelve,Big 12 Conference,1,0,0,1
3859,2014,1243,20,12,62.5,69.72,43.59,24.34,33.45,6.03,65.84,15,12.41,23.59,36,6.19,2.97,21.69,12.31,15.47,9,Kansas St,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
3860,2014,1244,4,25,13.79,63.83,41.69,22.31,34,5.86,65.15,13.34,10.9,21.76,32.66,5.48,2.86,21.9,16.31,10.72,0,Kennesaw,2006,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3861,2014,1245,15,16,48.39,69.16,42.72,23.68,35.13,7.35,70.55,14.45,10.55,22.61,33.16,5.94,3.39,20.9,12.23,11.35,0,Kent,1985,2018,mac,Mid-American Conference,0,0,0,0
3862,2014,1246,24,10,70.59,75.91,45.12,25.18,32.52,5.09,68.24,20.47,14.65,26.5,41.15,4.76,6.24,19,12.21,11.5,8,Kentucky,1985,2018,sec,Southeastern Conference,0,0,0,0
3863,2014,1247,15,16,48.39,67.74,41.31,23.23,32.54,5.71,70.82,15.58,11.94,23.55,35.48,5.58,3.42,15.97,11.61,12.42,0,La Salle,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3864,2014,1248,10,20,33.33,71.1,46.83,25.13,39.71,7.33,75.56,13.5,8.43,21.47,29.9,5.17,2.1,17.8,12.5,12.8,0,Lafayette,1985,2018,patriot,Patriot League,0,0,0,0
3865,2014,1249,4,26,13.33,66.7,43.67,23.7,30.79,3.23,74.38,16.07,9.27,22.23,31.5,5.33,2.87,18.47,14,12.03,0,Lamar,1985,2018,southland,Southland Conference,0,0,0,0
3866,2014,1250,14,18,43.75,66.28,43.17,23.69,35.86,6.22,70.73,12.69,8.75,24.59,33.34,4.97,3.5,17.88,11.97,13,0,Lehigh,1985,2018,patriot,Patriot League,0,0,0,0
3867,2014,1251,8,21,27.59,68.97,44.82,24.93,35.67,5.62,70.2,13.48,12.79,23.9,36.69,4.45,3.24,18.14,13.38,12.76,0,Liberty,1989,2018,big_south,Big South Conference,0,0,0,0
3868,2014,1252,14,15,48.28,75.45,43.1,24.03,35.51,9.17,68.22,18.21,9.38,23.14,32.52,6.79,1.86,22.14,12.52,13.69,0,Lipscomb,2003,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3869,2014,1253,13,17,43.33,69.43,43.56,25.7,31.62,5.93,66.61,12.1,12.73,23.03,35.77,5.7,2.47,17.93,12.23,12.57,0,Long Beach St,1985,2018,big_west,Big West Conference,0,0,0,0
3870,2014,1254,9,20,31.03,71.72,42.77,24.38,34.55,7.52,71.68,15.45,11.21,23.31,34.52,4.31,2.28,17.55,12.79,14.07,0,Long Island,1985,2018,nec,Northeast Conference,0,0,0,0
3871,2014,1255,4,24,14.29,66.89,42.3,24.21,34.07,5.54,72.98,12.93,9.54,20.86,30.39,6.54,1.71,19.68,13,12.43,0,Longwood,2005,2018,big_south,Big South Conference,0,0,0,0
3872,2014,1256,26,7,78.79,80.27,45.18,27.55,32.99,7.67,66.9,17.52,12.76,26.3,39.06,9.06,4.82,18.94,11.48,15.76,0,Louisiana Tech,1985,2018,cusa,Conference USA,0,0,0,0
3873,2014,1257,29,5,85.29,82.12,47.37,28.91,37.13,8.06,65.87,16.24,13.71,24.18,37.88,10.12,4.62,19.5,10.29,15.68,4,Louisville,1985,2018,aac,American Athletic Conference,0,0,0,0
3874,2014,1258,12,19,38.71,72.42,43.4,25.77,29.81,4.45,75.97,16.42,11.77,21.45,33.23,7,3.65,20.23,12.1,12.06,0,Loy Marymount,1985,2018,wcc,West Coast Conference,0,0,0,0
3875,2014,1259,10,19,34.48,64.48,40.93,22.24,32.18,4.83,66.77,15.17,10.79,20.24,31.03,8.03,4.17,19.34,12.1,11.1,0,Loyola MD,1985,2018,patriot,Patriot League,0,0,0,0
3876,2014,1260,9,22,29.03,65.23,45.91,22.97,34.97,5.97,70.12,13.32,8.19,21.97,30.16,5.42,2.52,19.77,13.26,12.87,0,Loyola-Chicago,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
3877,2014,1261,19,13,59.38,75.06,44.38,27.12,34.13,6.72,66.91,14.09,13.34,26.31,39.66,7.72,5.94,19.06,13.78,14.19,0,LSU,1985,2018,sec,Southeastern Conference,0,0,0,0
3878,2014,1262,9,18,33.33,60.93,39.19,20.15,32.14,6.63,70.26,14,9.48,21.63,31.11,5.93,2.59,18.78,13.52,11.59,0,MA Lowell,2014,2018,aec,America East Conference,0,0,0,0
3879,2014,1263,5,23,17.86,70.71,43.65,25.54,32.89,6.14,67.99,13.5,9,23.64,32.64,7.39,2.14,21.18,15.07,13.89,0,Maine,1985,2018,aec,America East Conference,0,0,0,0
3880,2014,1264,25,7,78.12,77.38,45.07,25.16,36.67,6.41,66.23,20.66,12.75,24.84,37.59,8.28,6.09,24.12,14.16,13.19,13,Manhattan,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3881,2014,1265,12,19,38.71,68.35,40.84,22.87,34.66,6.48,71.43,16.13,10.77,23.32,34.1,6.52,3.94,18.81,12.39,11.03,0,Marist,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3882,2014,1266,17,15,53.12,72.19,44.44,25,32.08,4.81,68.98,17.38,11.84,24.62,36.47,6.31,3.12,19.72,11.97,14.81,0,Marquette,1985,2018,big_east,Big East Conference,0,0,0,0
3883,2014,1267,9,22,29.03,69.19,41.6,24.13,29.13,5.74,61.73,15.19,12.9,23.35,36.26,6.23,3.65,19.97,13.13,10.94,0,Marshall,1985,2018,cusa,Conference USA,0,0,0,0
3884,2014,1268,17,15,53.12,70.94,42.95,24.75,34.24,7.06,67.95,14.38,12,25.5,37.5,6.31,4.34,19.81,12.75,11.69,0,Maryland,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
3885,2014,1269,24,8,75,76.09,46.02,27.25,34.73,5.44,68.21,16.16,12.19,26.38,38.56,6.81,5.53,19.62,13.53,15.19,6,Massachusetts,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3886,2014,1270,9,20,31.03,66.83,38.62,23.17,30.19,6.62,68.84,13.86,13.07,22.86,35.93,6.97,3.83,17.83,12.59,11.9,0,McNeese St,1985,2018,southland,Southland Conference,0,0,0,0
3887,2014,1271,5,23,17.86,65.68,39.5,21.5,32.12,6,72.4,16.68,11.71,20.36,32.07,6.36,1.96,19.54,12.43,10.96,0,MD E Shore,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3888,2014,1272,22,9,70.97,76.84,47.49,28.03,33.53,5.39,65.25,15.39,12.68,24.71,37.39,8.65,4.77,18.03,13.39,17,8,Memphis,1985,2018,aac,American Athletic Conference,0,0,0,0
3889,2014,1273,23,8,74.19,77.19,46.64,26.65,38.85,8.26,73.48,15.65,10.97,25.45,36.42,6.19,4.19,19.1,12.19,15.84,14,Mercer,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3890,2014,1274,17,16,51.52,61.48,42.13,21.58,32.29,5.64,68.69,12.7,10.97,23.58,34.55,4.88,3.76,15.82,10.15,10.48,0,Miami FL,1986,2018,acc,Atlantic Coast Conference,0,0,0,0
3891,2014,1275,13,17,43.33,65.33,43.85,23.3,30.04,4.77,75.5,13.97,7.97,22.5,30.47,8.5,2.27,17.43,13.6,12.57,0,Miami OH,1985,2018,mac,Mid-American Conference,0,0,0,0
3892,2014,1276,25,8,75.76,74.39,47.58,25.61,39.38,8.48,76.14,14.7,8.85,22.94,31.79,5.12,2.52,14.55,9.39,14.21,2,Michigan,1985,2018,big_ten,Big Ten Conference,1,0,0,1
3893,2014,1277,26,8,76.47,75.94,47.47,27.26,39.14,8.06,69.31,13.35,11.06,26,37.06,6.94,4.82,18.88,11.44,17,4,Michigan St,1985,2018,big_ten,Big Ten Conference,0,1,0,1
3894,2014,1278,19,13,59.38,70.88,44.79,24.31,35.37,7.06,73.41,15.19,10.66,23.72,34.38,7.31,4.16,19.28,11.94,13.72,0,Minnesota,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3895,2014,1279,19,14,57.58,75.21,41.74,25.33,33.9,7.82,69.61,16.73,12.97,23.73,36.7,7.45,5.52,19.42,11.18,12.52,0,Mississippi,1985,2018,sec,Southeastern Conference,0,0,0,0
3896,2014,1280,14,19,42.42,67.7,44.2,23.79,30.68,4.67,66.32,15.45,9.85,23.06,32.91,7.73,2.67,17.27,13.91,12.15,0,Mississippi St,1985,2018,sec,Southeastern Conference,0,0,0,0
